,path_num,missing_points,teo_point_time,sim_drone_time,teo_point_dist,teo_Xdist,teo_Ydist,teo_point_vel,Energy
44,15,2,131,129.69999694824222,7.0,0,-7,0.053435114503816786,31645514.654167075
45,15,1,80,78.70001220703125,10.0,0,10,0.125,15304762.813068235
46,15,0,109,107.1500244140625,11.180339887498945,-2,-11,0.10257192557338483,72950730.96878253
47,16,2,78,76.5,7.071067811865476,1,-7,0.09065471553673686,21227380.521139268
48,16,1,141,132.09999084472656,6.0,0,6,0.0425531914893617,44643296.25134465
49,17,2,111,104.9499969482422,2.0,0,-2,0.018018018018018014,20580331.05922151
50,17,0,117,112.0999755859375,1.0,0,-1,0.008547008547008548,46204582.14084001
51,18,1,132,122.9499969482422,14.035668847618199,-1,14,0.10633082460316816,25006017.363585465
52,18,0,114,112.10000610351562,2.0,-2,0,0.017543859649122806,112655339.89017747
53,19,2,113,111.0,8.06225774829855,-1,-8,0.07134741370175708,27742316.56561224
54,19,1,121,119.39999389648438,8.246211251235321,2,8,0.06815050620855638,28471360.22171237
55,19,0,87,84.05001831054688,8.246211251235321,-2,-8,0.09478403737052092,34299856.30678691
56,20,2,87,107.0999984741211,2.23606797749979,-1,2,0.025701930775859645,29047816.87404754
57,20,1,113,108.45000457763672,2.8284271247461903,-2,-2,0.025030328537576904,48673992.28441393
58,20,0,146,144.10003662109375,4.123105625617661,4,-1,0.028240449490531918,267522371.10041228
59,21,2,128,124.9499969482422,3.6055512754639887,3,2,0.02816836933956241,83038935.12154458
60,21,1,133,127.95001220703124,1.0,0,-1,0.0075187969924812035,78190824.44326693
61,21,0,135,123.05001831054688,4.47213595499958,-4,-2,0.03312693299999689,24488017.21614666
