t1|t2|route_num|t3|t4|point|t5|simtime|feature_text|feature_num|log
In|Route:|432.0|In|point:|5.0|SimTime:|-398.3|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-397.25|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-396.25|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-395.25|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-394.25|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-393.25|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-392.25|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-391.25|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-390.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-389.25|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-388.25|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-387.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-386.25|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-385.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-384.25|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-383.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-382.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-381.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-380.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-379.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-378.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-377.25|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-376.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-375.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-374.25|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-373.25|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-372.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-371.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-370.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-369.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-368.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-367.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-366.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-365.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-364.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-363.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-362.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-361.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-360.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-359.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-358.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-357.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-356.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-355.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-354.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-353.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-352.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-351.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-350.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-349.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-348.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-347.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-346.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-345.15|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-344.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-343.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-342.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-341.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-340.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-339.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-338.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-337.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-336.15|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-335.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-334.15|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-333.2|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-332.15|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-331.15|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-330.15|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-329.15|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-328.15|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-327.15|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-326.15|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-325.15|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-324.15|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-323.15|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-322.15|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-321.15|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-320.15|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-319.15|TankMass:|10.001|Negative Simtime
In|Route:|432.0|In|point:|5.0|SimTime:|-318.15|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-508.65|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-507.65|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-506.65|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-505.65|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-504.65|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-503.65|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-502.65|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-501.65|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-500.65|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-499.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-498.65|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-497.65|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-496.65|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-495.65|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-494.65|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-493.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-492.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-491.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-490.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-489.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-488.65|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-487.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-486.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-485.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-484.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-483.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-482.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-481.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-480.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-479.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-478.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-477.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-476.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-475.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-474.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-473.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-472.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-471.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-470.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-469.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-468.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-467.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-466.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-465.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-464.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-463.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-462.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-461.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-460.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-459.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-458.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-457.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-456.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-455.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-454.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-453.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-452.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-451.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-450.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-449.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-448.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-447.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-446.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-445.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-444.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-443.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-442.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-441.6|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-440.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-439.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-438.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-437.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-436.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-435.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-434.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-433.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-432.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-431.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-430.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-429.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-428.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-427.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-426.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-425.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-424.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-423.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-422.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-421.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-420.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-419.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-418.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-417.5|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-416.5|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-415.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-414.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-413.5|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-412.5|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-411.5|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-410.5|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-409.5|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-408.5|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-407.55|TankMass:|10.001|Negative Simtime
In|Route:|433.0|In|point:|6.0|SimTime:|-406.5|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-534.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-533.35|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-532.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-531.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-530.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-529.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-528.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-527.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-526.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-525.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-524.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-523.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-522.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-521.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-520.35|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-519.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-518.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-517.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-516.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-515.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-514.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-513.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-512.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-511.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-510.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-509.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-508.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-507.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-506.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-505.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-504.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-503.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-502.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-501.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-500.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-499.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-498.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-497.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-496.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-495.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-494.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-493.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-492.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-491.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-490.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-489.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-488.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-487.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-486.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-485.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-484.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-483.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-482.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-481.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-480.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-479.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-478.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-477.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-476.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-475.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-474.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-473.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-472.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-471.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-470.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-469.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-468.3|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-467.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-466.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-465.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-464.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-463.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-462.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-461.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-460.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-459.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-458.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-457.2|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-456.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-455.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-454.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-453.2|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-452.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-451.25|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-450.2|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-449.2|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-448.2|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-447.2|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-446.2|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-445.2|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-444.2|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-443.2|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-442.2|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-441.2|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-440.2|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-439.2|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-438.2|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-437.2|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-436.2|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-435.2|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-434.2|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-433.2|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-432.2|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-431.2|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-430.2|TankMass:|10.001|Negative Simtime
In|Route:|434.0|In|point:|6.0|SimTime:|-429.2|TankMass:|10.001|Negative Simtime
